,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position,,,,,,,,,,,,,,,,
Jonathan,Jonathan Isaac,Isaac,11.680000305175800,5,4200,DAL@ORL,ORL,DAL,,,,,,SF/PF,,,,,,,,,,,,,,,,
Cason,Cason Wallace,Wallace,13.833333333333300,6,4200,ATL@OKC,OKC,ATL,,,,,,SG,,,,,,,,,,,,,,,,
Trey,Trey Lyles,Lyles,15.253086419753100,81,4100,SAC@HOU,SAC,HOU,O,Calf,,,,PF,,,,,,,,,,,,,,,,
Bones,Bones Hyland,Hyland,19.339999389648400,5,4100,LAC@NY,LAC,NY,,,,,,PG,,,,,,,,,,,,,,,,
Duncan,Duncan Robinson,Robinson,16.9499994913737,6,4100,LAL@MIA,MIA,LAL,GTD,Wrist,,,,SG/SF,,,,,,,,,,,,,,,,
Jae,Jae Crowder,Crowder,20.360000610351600,5,4100,MIL@BKN,MIL,BKN,,,,,,SF/PF,,,,,,,,,,,,,,,,
Orlando,Orlando Robinson,Robinson,17.049999237060500,2,4100,LAL@MIA,MIA,LAL,,,,,,C,,,,,,,,,,,,,,,,
Tari,Tari Eason,Eason,22.13658477038870,82,4100,SAC@HOU,HOU,SAC,GTD,Lower leg,,,,SF,,,,,,,,,,,,,,,,
Cam,Cam Reddish,Reddish,10.5,6,4100,LAL@MIA,LAL,MIA,,,,,,SG/SF,,,,,,,,,,,,,,,,
Paul,Paul Reed,Reed,12.15999984741210,5,4100,WAS@PHI,PHI,WAS,,,,,,C,,,,,,,,,,,,,,,,
Jaime,Jaime Jaquez,Jaquez,14.766666412353500,6,4000,LAL@MIA,MIA,LAL,,,,,,SF,,,,,,,,,,,,,,,,
Moses,Moses Moody,Moody,16.542857578822500,7,4000,GS@DET,GS,DET,,,,,,SG,,,,,,,,,,,,,,,,
Gary,Gary Payton,Payton,16.914285932268400,7,4000,GS@DET,GS,DET,,,,,,SG,,,,,,,,,,,,,,,,
Jae'Sean,Jae'Sean Tate,Tate,17.7,5,4000,SAC@HOU,HOU,SAC,,,,,,SF/PF,,,,,,,,,,,,,,,,
Patrick,Patrick Beverley,Beverley,12.11999969482420,5,4000,WAS@PHI,PHI,WAS,,,,,,PG,,,,,,,,,,,,,,,,
Danilo,Danilo Gallinari,Gallinari,13.319999694824200,5,4000,WAS@PHI,WAS,PHI,,,,,,SF/PF,,,,,,,,,,,,,,,,
Larry,Larry Nance,Nance,13,6,4000,NO@DEN,NO,DEN,,,,,,PF/C,,,,,,,,,,,,,,,,
Nicolas,Nicolas Batum,Batum,14.633333841959600,3,4000,WAS@PHI,PHI,WAS,,,,,,SF/PF,,,,,,,,,,,,,,,,
Matt,Matt Ryan,Ryan,14.016666412353500,6,4000,NO@DEN,NO,DEN,,,,,,SF,,,,,,,,,,,,,,,,
Cedi,Cedi Osman,Osman,17.28333282470700,6,4000,SA@IND,SA,IND,,,,,,SF/PF,,,,,,,,,,,,,,,,
Landry,Landry Shamet,Shamet,9.699999809265140,2,4000,WAS@PHI,WAS,PHI,,,,,,SG,,,,,,,,,,,,,,,,
Zeke,Zeke Nnaji,Nnaji,9.914285932268420,7,4000,NO@DEN,DEN,NO,,,,,,PF/C,,,,,,,,,,,,,,,,
Dennis,Dennis Smith,Smith,11.44000015258790,5,4000,MIL@BKN,BKN,MIL,,,,,,PG,,,,,,,,,,,,,,,,
Payton,Payton Pritchard,Pritchard,12.580000305175800,5,4000,BOS@MIN,BOS,MIN,,,,,,PG,,,,,,,,,,,,,,,,
Kenyon,Kenyon Martin,Martin,5.275000095367430,4,3900,WAS@PHI,PHI,WAS,,,,,,SF/PF,,,,,,,,,,,,,,,,
Trendon,Trendon Watford,Watford,14.600000381469700,2,3900,MIL@BKN,BKN,MIL,,,,,,PF,,,,,,,,,,,,,,,,
Marcus,Marcus Morris,Morris,20.397058823529400,68,3900,WAS@PHI,PHI,WAS,,,,,,SF/PF,,,,,,,,,,,,,,,,
Cameron,Cameron Payne,Payne,6.259999847412110,5,3900,MIL@BKN,MIL,BKN,,,,,,PG/SG,,,,,,,,,,,,,,,,
Jock,Jock Landale,Landale,10.866666158040400,3,3900,SAC@HOU,HOU,SAC,,,,,,C,,,,,,,,,,,,,,,,
Pat,Pat Connaughton,Connaughton,13.260000610351600,5,3900,MIL@BKN,MIL,BKN,,,,,,SG/SF,,,,,,,,,,,,,,,,
Haywood,Haywood Highsmith,Highsmith,13.899999618530300,2,3900,LAL@MIA,MIA,LAL,,,,,,SF,,,,,,,,,,,,,,,,
Shake,Shake Milton,Milton,11.919999694824200,5,3900,BOS@MIN,MIN,BOS,,,,,,PG,,,,,,,,,,,,,,,,
Maxi,Maxi Kleber,Kleber,12.199999809265100,4,3900,DAL@ORL,DAL,ORL,GTD,Toe,,,,PF/C,,,,,,,,,,,,,,,,
Jevon,Jevon Carter,Carter,11.099999564034600,7,3900,UTA@CHI,CHI,UTA,,,,,,PG/SG,,,,,,,,,,,,,,,,
Peyton,Peyton Watson,Watson,14.242856706891700,7,3900,NO@DEN,DEN,NO,,,,,,SG,,,,,,,,,,,,,,,,
Nickeil,Nickeil Alexander-Walker,Alexander-Walker,13.1,5,3900,BOS@MIN,MIN,BOS,,,,,,SG/SF,,,,,,,,,,,,,,,,
Torrey,Torrey Craig,Craig,16.74285670689170,7,3900,UTA@CHI,CHI,UTA,,,,,,SF,,,,,,,,,,,,,,,,
Amir,Amir Coffey,Coffey,1.3999999364217100,3,3900,LAC@NY,LAC,NY,,,,,,SG/SF,,,,,,,,,,,,,,,,
Isaiah,Isaiah Joe,Joe,15.116666158040400,6,3900,ATL@OKC,OKC,ATL,,,,,,PG,,,,,,,,,,,,,,,,
Gary,Gary Harris,Harris,13.739999389648400,5,3900,DAL@ORL,ORL,DAL,O,Groin,,,,SG,,,,,,,,,,,,,,,,
Amen,Amen Thompson,Thompson,12.550000190734900,4,3900,SAC@HOU,HOU,SAC,O,Ankle,,,,PG/SG,,,,,,,,,,,,,,,,
Keyonte,Keyonte George,George,15.17142813546320,7,3900,UTA@CHI,UTA,CHI,,,,,,SG,,,,,,,,,,,,,,,,
Kobe,Kobe Brown,Brown,6.849999904632570,4,3800,LAC@NY,LAC,NY,,,,,,PF,,,,,,,,,,,,,,,,
Jordan,Jordan Miller,Miller,2.5,2,3800,LAC@NY,LAC,NY,,,,,,SF,,,,,,,,,,,,,,,,
Trayce,Trayce Jackson-Davis,Jackson-Davis,17.433333079020200,3,3800,GS@DET,GS,DET,,,,,,PF,,,,,,,,,,,,,,,,
Brandon,Brandon Boston,Boston,9.695652173913040,23,3800,LAC@NY,LAC,NY,O,Quadriceps,,,,SG,,,,,,,,,,,,,,,,
Luke,Luke Kornet,Kornet,8.925000190734860,4,3800,BOS@MIN,BOS,MIN,,,,,,PF,,,,,,,,,,,,,,,,
Quentin,Quentin Grimes,Grimes,13.866666158040400,6,3800,LAC@NY,NY,LAC,,,,,,SG/SF,,,,,,,,,,,,,,,,
Chris,Chris Duarte,Duarte,11.819999694824200,5,3800,SAC@HOU,SAC,HOU,,,,,,SG/SF,,,,,,,,,,,,,,,,
Aaron,Aaron Wiggins,Wiggins,8.259999847412110,5,3800,ATL@OKC,OKC,ATL,,,,,,SG,,,,,,,,,,,,,,,,
Ayo,Ayo Dosunmu,Dosunmu,9.54000015258789,5,3800,UTA@CHI,CHI,UTA,GTD,Illness,,,,PG/SG,,,,,,,,,,,,,,,,
Kris,Kris Dunn,Dunn,10.549999872843400,6,3800,UTA@CHI,UTA,CHI,,,,,,PG/SG,,,,,,,,,,,,,,,,
Mike,Mike Muscala,Muscala,9.050000190734860,4,3800,WAS@PHI,WAS,PHI,,,,,,C,,,,,,,,,,,,,,,,
Armoni,Armoni Brooks,Brooks,9.699999809265140,2,3800,MIL@BKN,BKN,MIL,,,,,,SG,,,,,,,,,,,,,,,,
AJ,AJ Griffin,Griffin,5.4,5,3800,ATL@OKC,ATL,OKC,,,,,,SF,,,,,,,,,,,,,,,,
Jaylin,Jaylin Williams,Williams,15.5,1,3800,ATL@OKC,OKC,ATL,,,,,,PF/C,,,,,,,,,,,,,,,,
Johnny,Johnny Davis,Davis,12.59999974568690,3,3800,WAS@PHI,WAS,PHI,,,,,,SG,,,,,,,,,,,,,,,,
Ochai,Ochai Agbaji,Agbaji,7.671428680419920,7,3800,UTA@CHI,UTA,CHI,,,,,,SG,,,,,,,,,,,,,,,,
Rui,Rui Hachimura,Hachimura,13.766666412353500,3,3800,LAL@MIA,LAL,MIA,O,Concussion,,,,SF/PF,,,,,,,,,,,,,,,,
Jaden,Jaden Hardy,Hardy,12.774999618530300,4,3800,DAL@ORL,DAL,ORL,,,,,,SG,,,,,,,,,,,,,,,,
Nikola,Nikola Jovic,Jovic,19,2,3800,LAL@MIA,MIA,LAL,,,,,,PF,,,,,,,,,,,,,,,,
Dru,Dru Smith,Smith,14.866666158040400,3,3800,LAL@MIA,MIA,LAL,,,,,,SG,,,,,,,,,,,,,,,,
Sasha,Sasha Vezenkov,Vezenkov,12.419999694824200,5,3800,SAC@HOU,SAC,HOU,,,,,,PF,,,,,,,,,,,,,,,,
Eugene,Eugene Omoruyi,Omoruyi,13.25,4,3800,WAS@PHI,WAS,PHI,,,,,,SF,,,,,,,,,,,,,,,,
Brandin,Brandin Podziemski,Podziemski,11,2,3700,GS@DET,GS,DET,,,,,,SG,,,,,,,,,,,,,,,,
Aleksej,Aleksej Pokusevski,Pokusevski,1.5333333015441900,3,3700,ATL@OKC,OKC,ATL,,,,,,PF/C,,,,,,,,,,,,,,,,
Tre,Tre Mann,Mann,6.266666412353520,3,3700,ATL@OKC,OKC,ATL,,,,,,PG,,,,,,,,,,,,,,,,
Charles,Charles Bassey,Bassey,9.383333206176760,6,3700,SA@IND,SA,IND,,,,,,C,,,,,,,,,,,,,,,,
Jaden,Jaden Springer,Springer,7.224999904632570,4,3700,WAS@PHI,PHI,WAS,,,,,,PG,,,,,,,,,,,,,,,,
Furkan,Furkan Korkmaz,Korkmaz,11.366666158040400,3,3700,WAS@PHI,PHI,WAS,,,,,,SF,,,,,,,,,,,,,,,,
Seth,Seth Curry,Curry,5.6400001525878900,5,3700,DAL@ORL,DAL,ORL,,,,,,PG/SG,,,,,,,,,,,,,,,,
Victor,Victor Oladipo,Oladipo,21.944444444444400,45,3700,SAC@HOU,HOU,SAC,O,Knee,,,,SG,,,,,,,,,,,,,,,,
Jamal,Jamal Cain,Cain,11.600000381469700,2,3700,LAL@MIA,MIA,LAL,,,,,,SF,,,,,,,,,,,,,,,,
Cody,Cody Zeller,Zeller,2,3,3700,NO@DEN,NO,DEN,,,,,,C,,,,,,,,,,,,,,,,
JaVale,JaVale McGee,McGee,13.38000030517580,5,3700,SAC@HOU,SAC,HOU,,,,,,C,,,,,,,,,,,,,,,,
Simone,Simone Fontecchio,Fontecchio,7.55999984741211,5,3700,UTA@CHI,UTA,CHI,,,,,,SF,,,,,,,,,,,,,,,,
Troy,Troy Brown,Brown,4.949999809265140,4,3700,BOS@MIN,MIN,BOS,,,,,,SF,,,,,,,,,,,,,,,,
Chuma,Chuma Okeke,Okeke,2.8333333333333300,3,3700,DAL@ORL,ORL,DAL,,,,,,PF,,,,,,,,,,,,,,,,
Ousmane,Ousmane Dieng,Dieng,8.483333587646480,6,3700,ATL@OKC,OKC,ATL,,,,,,SF/PF,,,,,,,,,,,,,,,,
Dwight,Dwight Powell,Powell,14.060000610351600,5,3700,DAL@ORL,DAL,ORL,,,,,,C,,,,,,,,,,,,,,,,
P.J.,P.J. Tucker,Tucker,10.449999809265100,4,3700,LAC@NY,LAC,NY,,,,,,PF,,,,,,,,,,,,,,,,
Jordan,Jordan Nwora,Nwora,9.199999809265140,2,3700,SA@IND,IND,SA,,,,,,SF/PF,,,,,,,,,,,,,,,,
Jarace,Jarace Walker,Walker,12.850000381469700,2,3700,SA@IND,IND,SA,GTD,Illness,,,,PF,,,,,,,,,,,,,,,,
Julian,Julian Strawther,Strawther,7.3599998474121100,5,3600,NO@DEN,DEN,NO,,,,,,SF,,,,,,,,,,,,,,,,
Colby,Colby Jones,Jones,5.474999904632570,4,3600,SAC@HOU,SAC,HOU,,,,,,SG,,,,,,,,,,,,,,,,
Leonard,Leonard Miller,Miller,1.2000000476837200,1,3600,BOS@MIN,MIN,BOS,,,,,,SF/PF,,,,,,,,,,,,,,,,
Dalano,Dalano Banton,Banton,12,2,3600,BOS@MIN,BOS,MIN,,,,,,PG,,,,,,,,,,,,,,,,
Daishen,Daishen Nix,Nix,2.5,2,3600,BOS@MIN,MIN,BOS,,,,,,PG,,,,,,,,,,,,,,,,
Kenrich,Kenrich Williams,Williams,19.635848135318400,53,3600,ATL@OKC,OKC,ATL,O,Back,,,,SF,,,,,,,,,,,,,,,,
Jeff,Jeff Green,Green,10.55999984741210,5,3600,SAC@HOU,HOU,SAC,,,,,,SF/PF,,,,,,,,,,,,,,,,
Olivier,Olivier Sarr,Sarr,10.524999618530300,4,3600,ATL@OKC,OKC,ATL,,,,,,C,,,,,,,,,,,,,,,,
Oshae,Oshae Brissett,Brissett,8.550000190734860,4,3600,BOS@MIN,BOS,MIN,GTD,Thumb,,,,SF,,,,,,,,,,,,,,,,
Reggie,Reggie Bullock,Bullock,4.333333333333330,3,3600,SAC@HOU,HOU,SAC,,,,,,SG/SF,,,,,,,,,,,,,,,,
Jordan,Jordan McLaughlin,McLaughlin,3.375,4,3600,BOS@MIN,MIN,BOS,,,,,,PG,,,,,,,,,,,,,,,,
Devonte',Devonte' Graham,Graham,15.197260608411800,73,3600,SA@IND,SA,IND,,,,,,PG,,,,,,,,,,,,,,,,
Max,Max Christie,Christie,7.533333460489910,3,3600,LAL@MIA,LAL,MIA,,,,,,SG,,,,,,,,,,,,,,,,
Ryan,Ryan Rollins,Rollins,13.375,4,3600,WAS@PHI,WAS,PHI,,,,,,SG,,,,,,,,,,,,,,,,
Danuel,Danuel House,House,8.399999618530270,2,3600,WAS@PHI,PHI,WAS,,,,,,SF,,,,,,,,,,,,,,,,
Jaxson,Jaxson Hayes,Hayes,4.833333333333330,6,3600,LAL@MIA,LAL,MIA,GTD,Ankle,,,,PF/C,,,,,,,,,,,,,,,,
Dante,Dante Exum,Exum,5.433333079020180,6,3600,DAL@ORL,DAL,ORL,,,,,,PG,,,,,,,,,,,,,,,,
MarJon,MarJon Beauchamp,Beauchamp,10.850000381469700,4,3600,MIL@BKN,MIL,BKN,,,,,,SF,,,,,,,,,,,,,,,,
Doug,Doug McDermott,McDermott,10.533333460489900,6,3600,SA@IND,SA,IND,,,,,,SF/PF,,,,,,,,,,,,,,,,
Kira,Kira Lewis,Lewis,9.700000127156580,6,3600,NO@DEN,NO,DEN,,,,,,PG,,,,,,,,,,,,,,,,
Joe,Joe Ingles,Ingles,9.233333587646480,6,3600,DAL@ORL,ORL,DAL,,,,,,SG/SF,,,,,,,,,,,,,,,,
James,James Wiseman,Wiseman,6.900000095367430,1,3600,GS@DET,DET,GS,,,,,,C,,,,,,,,,,,,,,,,
Omer,Omer Yurtseven,Yurtseven,6.1400001525878900,5,3600,UTA@CHI,UTA,CHI,,,,,,C,,,,,,,,,,,,,,,,
Joe,Joe Harris,Harris,6.342857360839840,7,3600,GS@DET,DET,GS,,,,,,SG/SF,,,,,,,,,,,,,,,,
Ben,Ben Sheppard,Sheppard,5.699999809265140,2,3600,SA@IND,IND,SA,,,,,,SG,,,,,,,,,,,,,,,,
Taylor,Taylor Hendricks,Hendricks,2.200000047683720,1,3600,UTA@CHI,UTA,CHI,,,,,,PF,,,,,,,,,,,,,,,,
Kobe,Kobe Bufkin,Bufkin,1.7000000476837200,2,3500,ATL@OKC,ATL,OKC,O,Thumb,,,,SG,,,,,,,,,,,,,,,,
Garrison,Garrison Mathews,Mathews,0,1,3500,ATL@OKC,ATL,OKC,,,,,,SF,,,,,,,,,,,,,,,,
Olivier-Maxence,Olivier-Maxence Prosper,Prosper,0,1,3500,DAL@ORL,DAL,ORL,,,,,,PF,,,,,,,,,,,,,,,,
Gabe,Gabe Vincent,Vincent,15.699999809265100,4,3500,LAL@MIA,LAL,MIA,O,Knee,,,,PG/SG,,,,,,,,,,,,,,,,
Dariq,Dariq Whitehead,Whitehead,,,3500,MIL@BKN,BKN,MIL,,,,,,SF,,,,,,,,,,,,,,,,
Noah,Noah Clowney,Clowney,,,3500,MIL@BKN,BKN,MIL,,,,,,PF,,,,,,,,,,,,,,,,
Malcolm,Malcolm Cazalon,Cazalon,0,1,3500,GS@DET,DET,GS,,,,,,SG,,,,,,,,,,,,,,,,
Jalen,Jalen Hood-Schifino,Hood-Schifino,,,3500,LAL@MIA,LAL,MIA,O,Knee,,,,SG,,,,,,,,,,,,,,,,
Jalen,Jalen Wilson,Wilson,2.0999999046325700,2,3500,MIL@BKN,BKN,MIL,,,,,,PF,,,,,,,,,,,,,,,,
Sidy,Sidy Cissoko,Cissoko,,,3500,SA@IND,SA,IND,,,,,,SF,,,,,,,,,,,,,,,,
Colin,Colin Castleton,Castleton,3.200000047683720,1,3500,LAL@MIA,LAL,MIA,,,,,,PF/C,,,,,,,,,,,,,,,,
D'Moi,D'Moi Hodge,Hodge,0,1,3500,LAL@MIA,LAL,MIA,,,,,,SG,,,,,,,,,,,,,,,,
Miles,Miles Norris,Norris,,,3500,ATL@OKC,ATL,OKC,,,,,,PF,,,,,,,,,,,,,,,,
Jalen,Jalen Slawson,Slawson,,,3500,SAC@HOU,SAC,HOU,,,,,,SF,,,,,,,,,,,,,,,,
Mouhamed,Mouhamed Gueye,Gueye,1.5,2,3500,ATL@OKC,ATL,OKC,,,,,,PF,,,,,,,,,,,,,,,,
Seth,Seth Lundy,Lundy,,,3500,ATL@OKC,ATL,OKC,,,,,,SF,,,,,,,,,,,,,,,,
Jaylen,Jaylen Clark,Clark,,,3500,BOS@MIN,MIN,BOS,O,Achilles,,,,SG,,,,,,,,,,,,,,,,
Jalen,Jalen Pickett,Pickett,3.133333206176760,3,3500,NO@DEN,DEN,NO,,,,,,SG,,,,,,,,,,,,,,,,
Hunter,Hunter Tyson,Tyson,1.8666666348775200,3,3500,NO@DEN,DEN,NO,,,,,,PF,,,,,,,,,,,,,,,,
Jordan,Jordan Walsh,Walsh,,,3500,BOS@MIN,BOS,MIN,,,,,,SF,,,,,,,,,,,,,,,,
Julian,Julian Phillips,Phillips,0,3,3500,UTA@CHI,CHI,UTA,,,,,,SF,,,,,,,,,,,,,,,,
Isaiah,Isaiah Wong,Wong,,,3500,SA@IND,IND,SA,,,,,,SG,,,,,,,,,,,,,,,,
Onuralp,Onuralp Bitim,Bitim,0,1,3500,UTA@CHI,CHI,UTA,,,,,,SG,,,,,,,,,,,,,,,,
Marques,Marques Bolden,Bolden,,,3500,MIL@BKN,MIL,BKN,,,,,,PF,,,,,,,,,,,,,,,,
Luka,Luka Samanic,Samanic,5.533333460489910,3,3500,UTA@CHI,UTA,CHI,,,,,,PF,,,,,,,,,,,,,,,,
Andre,Andre Jackson,Jackson,9.5,2,3500,MIL@BKN,MIL,BKN,,,,,,SG,,,,,,,,,,,,,,,,
Chris,Chris Livingston,Livingston,6.5,1,3500,MIL@BKN,MIL,BKN,,,,,,SF,,,,,,,,,,,,,,,,
Terquavion,Terquavion Smith,Smith,,,3500,WAS@PHI,PHI,WAS,,,,,,PG,,,,,,,,,,,,,,,,
Ricky,Ricky Council,Council,,,3500,WAS@PHI,PHI,WAS,,,,,,SG,,,,,,,,,,,,,,,,
Keyontae,Keyontae Johnson,Johnson,0,1,3500,ATL@OKC,OKC,ATL,,,,,,SF,,,,,,,,,,,,,,,,
Maxwell,Maxwell Lewis,Lewis,-0.5,2,3500,LAL@MIA,LAL,MIA,,,,,,SF,,,,,,,,,,,,,,,,
Jacob,Jacob Toppin,Toppin,,,3500,LAC@NY,NY,LAC,,,,,,SF,,,,,,,,,,,,,,,,
Oscar,Oscar Tshiebwe,Tshiebwe,,,3500,SA@IND,IND,SA,,,,,,PF,,,,,,,,,,,,,,,,
Sir'Jabari,Sir'Jabari Rice,Rice,,,3500,SA@IND,SA,IND,,,,,,PG,,,,,,,,,,,,,,,,
Julian,Julian Champagnie,Champagnie,3.7999998728434200,3,3500,SA@IND,SA,IND,,,,,,SF,,,,,,,,,,,,,,,,
Adama,Adama Sanogo,Sanogo,,,3500,UTA@CHI,CHI,UTA,,,,,,PF,,,,,,,,,,,,,,,,
Trevelin,Trevelin Queen,Queen,9.200000217982700,7,3500,DAL@ORL,ORL,DAL,,,,,,PG,,,,,,,,,,,,,,,,
Nathan,Nathan Knight,Knight,6.214285714285710,42,3500,BOS@MIN,BOS,MIN,,,,,,PF,,,,,,,,,,,,,,,,
Josh,Josh Christopher,Christopher,10.167187690734900,64,3500,UTA@CHI,UTA,CHI,,,,,,SG,,,,,,,,,,,,,,,,
Jared,Jared Butler,Butler,1.75,2,3500,WAS@PHI,WAS,PHI,,,,,,SG,,,,,,,,,,,,,,,,
Luka,Luka Garza,Garza,3.200000047683720,1,3500,BOS@MIN,MIN,BOS,,,,,,C,,,,,,,,,,,,,,,,
Keon,Keon Johnson,Johnson,9.05749969482422,40,3500,MIL@BKN,BKN,MIL,,,,,,SG,,,,,,,,,,,,,,,,
Isaiah,Isaiah Livers,Livers,13.790384145883400,52,3500,GS@DET,DET,GS,O,Ankle,,,,PF,,,,,,,,,,,,,,,,
Neemias,Neemias Queta,Queta,6.340000152587890,5,3500,BOS@MIN,BOS,MIN,GTD,Foot,,,,C,,,,,,,,,,,,,,,,
Joshua,Joshua Primo,Primo,17.149999618530300,4,3500,LAC@NY,LAC,NY,,,,,,PG/SG,,,,,,,,,,,,,,,,
Greg,Greg Brown,Brown,4.768750190734860,16,3500,DAL@ORL,DAL,ORL,,,,,,PF,,,,,,,,,,,,,,,,
Miles,Miles McBride,McBride,4.925000190734860,4,3500,LAC@NY,NY,LAC,,,,,,PG,,,,,,,,,,,,,,,,
Jericho,Jericho Sims,Sims,3.1500000953674300,2,3500,LAC@NY,NY,LAC,,,,,,C,,,,,,,,,,,,,,,,
Jeremiah,Jeremiah Robinson-Earl,Robinson-Earl,15.061363913796200,44,3500,NO@DEN,NO,DEN,,,,,,PF/C,,,,,,,,,,,,,,,,
R.J.,R.J. Hampton,Hampton,0,1,3500,LAL@MIA,MIA,LAL,GTD,Illness,,,,PG/SG,,,,,,,,,,,,,,,,
Kessler,Kessler Edwards,Edwards,0,3,3500,SAC@HOU,SAC,HOU,,,,,,SF,,,,,,,,,,,,,,,,
Anthony,Anthony Gill,Gill,8.166666666666670,3,3500,WAS@PHI,WAS,PHI,,,,,,PF,,,,,,,,,,,,,,,,
Filip,Filip Petrusev,Petrusev,1.2000000476837200,1,3500,SAC@HOU,SAC,HOU,,,,,,C,,,,,,,,,,,,,,,,
Sandro,Sandro Mamukelashvili,Mamukelashvili,5.400000095367430,1,3500,SA@IND,SA,IND,,,,,,PF/C,,,,,,,,,,,,,,,,
Trey,Trey Murphy,Murphy,25.2375,80,3500,NO@DEN,NO,DEN,O,Knee,,,,SF,,,,,,,,,,,,,,,,
Lindell,Lindell Wigginton,Wigginton,10.485714503697000,7,3500,MIL@BKN,MIL,BKN,,,,,,PG,,,,,,,,,,,,,,,,
Markieff,Markieff Morris,Morris,8.220000348772320,35,3500,DAL@ORL,DAL,ORL,,,,,,SF/PF,,,,,,,,,,,,,,,,
Ryan,Ryan Arcidiacono,Arcidiacono,1.2000000476837200,1,3500,LAC@NY,NY,LAC,,,,,,PG/SG,,,,,,,,,,,,,,,,
Cory,Cory Joseph,Joseph,2.7999998728434200,3,3500,GS@DET,GS,DET,,,,,,PG,,,,,,,,,,,,,,,,
Bojan,Bojan Bogdanovic,Bogdanovic,29.823728399761700,59,3500,GS@DET,DET,GS,O,Calf,,,,SF/PF,,,,,,,,,,,,,,,,
Braxton,Braxton Key,Key,2.566666603088380,3,3500,NO@DEN,DEN,NO,,,,,,SF,,,,,,,,,,,,,,,,
Davis,Davis Bertans,Bertans,7.199999809265140,1,3500,ATL@OKC,OKC,ATL,,,,,,SF,,,,,,,,,,,,,,,,
Usman,Usman Garuba,Garuba,11.485333658854200,75,3500,GS@DET,GS,DET,,,,,,PF,,,,,,,,,,,,,,,,
Justin,Justin Holiday,Holiday,2.0999999046325700,2,3500,NO@DEN,DEN,NO,,,,,,SG/SF,,,,,,,,,,,,,,,,
Charles,Charles Bediako,Bediako,,,3500,SA@IND,SA,IND,,,,,,C,,,,,,,,,,,,,,,,
Stanley,Stanley Umude,Umude,1.0800000190734900,5,3500,GS@DET,DET,GS,,,,,,SG,,,,,,,,,,,,,,,,
John,John Butler,Butler,6.784210205078130,19,3500,WAS@PHI,WAS,PHI,,,,,,PF,,,,,,,,,,,,,,,,
A.J.,A.J. Lawson,Lawson,5.813333129882810,15,3500,DAL@ORL,DAL,ORL,,,,,,SG,,,,,,,,,,,,,,,,
Nate,Nate Hinton,Hinton,0,1,3500,SAC@HOU,HOU,SAC,,,,,,SG,,,,,,,,,,,,,,,,
Boban,Boban Marjanovic,Marjanovic,5.5,1,3500,SAC@HOU,HOU,SAC,,,,,,C,,,,,,,,,,,,,,,,
DeAndre,DeAndre Jordan,Jordan,2.700000047683720,1,3500,NO@DEN,DEN,NO,,,,,,C,,,,,,,,,,,,,,,,
Jay,Jay Huff,Huff,15.314285278320300,7,3500,NO@DEN,DEN,NO,,,,,,C,,,,,,,,,,,,,,,,
Naji,Naji Marshall,Marshall,18.28846153846150,78,3500,NO@DEN,NO,DEN,O,Knee,,,,SF,,,,,,,,,,,,,,,,
Kevon,Kevon Harris,Harris,8.647058823529410,34,3500,DAL@ORL,ORL,DAL,O,Knee,,,,SG,,,,,,,,,,,,,,,,
Jordan,Jordan Ford,Ford,1,2,3500,SAC@HOU,SAC,HOU,,,,,,PG,,,,,,,,,,,,,,,,
Alex,Alex Fudge,Fudge,0,1,3500,LAL@MIA,LAL,MIA,,,,,,SF/PF,,,,,,,,,,,,,,,,
Alex,Alex Len,Len,0.6000000238418580,2,3500,SAC@HOU,SAC,HOU,,,,,,C,,,,,,,,,,,,,,,,
Monte,Monte Morris,Morris,23.951612903225800,62,3500,GS@DET,DET,GS,O,Quadriceps,,,,PG,,,,,,,,,,,,,,,,
Jeenathan,Jeenathan Williams,Williams,4,1,3500,SAC@HOU,HOU,SAC,,,,,,SG,,,,,,,,,,,,,,,,
Vlatko,Vlatko Cancar,Cancar,9.94923095703125,65,3500,NO@DEN,DEN,NO,,,,,,SF,,,,,,,,,,,,,,,,
Jared,Jared Rhoden,Rhoden,0.6000000238418580,2,3500,GS@DET,DET,GS,,,,,,SG,,,,,,,,,,,,,,,,
Charlie,Charlie Brown,Brown,,,3500,LAC@NY,NY,LAC,,,,,,SF,,,,,,,,,,,,,,,,
Evan,Evan Fournier,Fournier,11.585184733072900,27,3500,LAC@NY,NY,LAC,,,,,,SF,,,,,,,,,,,,,,,,
DaQuan,DaQuan Jeffries,Jeffries,3.0999999046325700,2,3500,LAC@NY,NY,LAC,,,,,,SF,,,,,,,,,,,,,,,,
Jermaine,Jermaine Samuels,Samuels,1,2,3500,SAC@HOU,HOU,SAC,,,,,,SF,,,,,,,,,,,,,,,,
Wesley,Wesley Matthews,Matthews,8.753703929759840,54,3500,ATL@OKC,ATL,OKC,O,Calf,,,,SG,,,,,,,,,,,,,,,,
Daniel,Daniel Theis,Theis,15.700000217982700,7,3500,SA@IND,IND,SA,,,,,,PF/C,,,,,,,,,,,,,,,,
Johnny,Johnny Juzang,Juzang,9.100000169542100,18,3500,UTA@CHI,UTA,CHI,,,,,,SF,,,,,,,,,,,,,,,,
